leaf_id	og_index	superkingdom	kingdom	phylum	class	order	family	genus	species	start_win	end_win	strand_win	start_target	end_target
152	151	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter sp.	0.0	45174.0	-	33183.0	34202.0
153	152	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Vitreoscilla	Vitreoscilla filiformis	1350247.0	1431407.0	-	1390247.0	1391407.0
154	153	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Lysobacter	Lysobacter chinensis	67026.0	148039.0	+	107026.0	108039.0
155	154	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae	Thiobacillus	Thiobacillus sp. 63-78	0.0	14033.0	-	8430.0	9401.0
156	155	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Vreelandella	Vreelandella aquamarina	3618.0	66011.0	-	43618.0	44403.0
157	156	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Yanghanlia	Yanghanlia caeni	0.0	30608.0	-	15967.0	16950.0
158	157	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas sp. Y3					
159	158	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae	0.0	14454.0	+	12603.0	13292.0
160	159	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas sp. 7D-2evo1	1437487.0	1518497.0	+	1477487.0	1478497.0
161	160	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Chromatiales			Chromatiales bacterium	30430.0	111404.0	-	70430.0	71404.0
162	161	Bacteria	unclassified	Verrucomicrobiota	Spartobacteria	Chthoniobacterales			Chthoniobacterales bacterium	0.0	2171.0	-	103.0	1038.0
163	162	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Candidatus Thiodiazotropha	Candidatus Thiodiazotropha lotti	151505.0	224458.0	-	191505.0	192512.0
164	163	Bacteria	unclassified	Chloroflexota	Anaerolineae	Anaerolineales			Anaerolineales bacterium	0.0	4411.0	-	2868.0	3863.0
165	164	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio nitratireducens	3583707.0	3664714.0	+	3623707.0	3624714.0
166	165	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Methylococcales	Crenotrichaceae	Crenothrix	Crenothrix polyspora	0.0	7858.0	-	3869.0	5059.0
167	166	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas sp. DH-1	3921456.0	4002646.0	+	3961456.0	3962646.0
168	167	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	uncultured Oxalobacter sp.	0.0	46370.0	-	5408.0	6370.0
169	168	Bacteria	unclassified	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	Bellilinea sp.	0.0	12588.0	-	511.0	1482.0
170	169	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas lopnurensis	24258.0	78756.0	+	64258.0	65436.0
171	170	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea stewartii	60700.0	141662.0	+	100700.0	101662.0
172	171	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales		Aquabacterium	Aquabacterium sp. OR-4	486012.0	566830.0	+	526012.0	526830.0
173	172	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Morganella	Morganella morganii	0.0	7321.0	+	5263.0	6438.0
174	173	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Balneatrichaceae	Pokkaliibacter	Pokkaliibacter plantistimulans	3294668.0	3375843.0	+	3334668.0	3335843.0
175	174	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. CG3	2661399.0	2742574.0	+	2701399.0	2702574.0
176	175	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Alicycliphilus	Alicycliphilus denitrificans	450495.0	531514.0	-	490495.0	491514.0
177	176	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sinaloensis	31906.0	112844.0	-	71906.0	72844.0
178	177	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Ramlibacter	Ramlibacter sp.	0.0	11957.0	+	7656.0	8693.0
179	178	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium brasiliense	3336921.0	3417892.0	-	3376921.0	3377892.0
180	179	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	0.0	48259.0	+	29083.0	30045.0
181	180	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	13255.0	94436.0	-	53255.0	54436.0
182	181	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium hominis	0.0	49077.0	-	8127.0	9077.0
183	182	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae		Alcanivoracaceae bacterium	0.0	58712.0	+	17744.0	18712.0
184	183	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Stenotrophomonas	Stenotrophomonas indicatrix	896362.0	977405.0	-	936362.0	937405.0
185	184	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Thiolapillus	Thiolapillus sp.	0.0	1863.0	+	1120.0	1863.0
186	185	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Stutzerimonas	Stutzerimonas stutzeri	4370482.0	4451660.0	+	4410482.0	4411660.0
187	186	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Lysobacteraceae	Xanthomonas	Xanthomonas campestris	4237199.0	4318164.0	-	4277199.0	4278164.0
188	187	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Chania	Chania multitudinisentens	2322983.0	2403954.0	+	2362983.0	2363954.0
189	188	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas sp. NLF-1-9	835660.0	916634.0	+	875660.0	876634.0
190	189	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Zooshikellaceae	Spartinivicinus	Spartinivicinus poritis	0.0	44561.0	-	38521.0	39468.0
191	190	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Roseateles	Pelomonas sp. UHG3	185701.0	266876.0	-	225701.0	226876.0
192	191	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dokdonella	Dokdonella sp.	0.0	6608.0	-	4201.0	5160.0
193	192	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales		Saezia	Saezia sanguinis	410586.0	465510.0	+	450586.0	451527.0
194	193	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsia	Piscirickettsia salmonis	2286751.0	2367716.0	-	2326751.0	2327716.0
195	194	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	0.0	75499.0	-	34651.0	35499.0
196	195	Bacteria	unclassified	Pseudomonadota					Pseudomonadota bacterium	0.0	77630.0	-	36680.0	37630.0
197	196	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas petroselini	6406634.0	6487815.0	-	6446634.0	6447815.0
198	197	Bacteria	unclassified	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae		Anaerolineaceae bacterium	78274.0	159209.0	+	118274.0	119209.0
199	198	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Pigmentiphaga	Pigmentiphaga sp.	0.0	28018.0	-	232.0	1089.0
200	199	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alloalcanivorax	Alloalcanivorax xenomutans	115953.0	187281.0	-	155953.0	157125.0
201	200	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Neisseriales	Chitinibacteraceae	Iodobacter	Iodobacter violaceini	49316.0	130494.0	-	89316.0	90494.0
202	201	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio splendidus	942430.0	1023437.0	-	982430.0	983437.0
203	202	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus	Arsenophonus nasoniae	1431228.0	1511836.0	-	1471228.0	1471836.0
204	203	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Thiolapillus	Thiolapillus sp.	0.0	4110.0	-	1.0	923.0
205	204	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Vreelandella	Vreelandella venusta	99783.0	180964.0	+	139783.0	140964.0
206	205		unclassified						unidentified	293180.0	374139.0	-	333180.0	334139.0
207	206	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Pectobacterium	Pectobacterium versatile	0.0	5823.0	-	2481.0	3623.0
208	207	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. PDM33	279143.0	360324.0	+	319143.0	320324.0
209	208	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas ureae	0.0	1605.0	-	45.0	725.0
210	209	Bacteria	unclassified	Pseudomonadota					Pseudomonadota bacterium	0.0	6279.0	+	22.0	1044.0
211	210	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia graminis	0.0	41716.0	-	754.0	1716.0
212	211	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	Polaromonas sp.	0.0	14282.0	+	3088.0	4089.0
213	212	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium toruni	0.0	12343.0	-	5417.0	6373.0
214	213	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus necator	174987.0	256171.0	+	214987.0	216171.0
215	214	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella submarina	0.0	73457.0	-	32561.0	33457.0
216	215	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas atlantica	153850.0	234794.0	+	193850.0	194794.0
217	216	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium damselae	2355060.0	2436247.0	+	2395060.0	2396247.0
218	217	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus szentirmaii	2283612.0	2364583.0	-	2323612.0	2324583.0
219	218	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	Gilliamella sp. Fer1-1	0.0	66619.0	+	25675.0	26619.0
220	219	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Thiolapillus	Thiolapillus sp.	0.0	4146.0	+	2679.0	3707.0
221	220	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus	907469.0	988314.0	+	947469.0	948314.0
222	221	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Sedimenticola	Sedimenticola sp.	0.0	42901.0	+	16552.0	17532.0
223	222	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas syringae group genomosp. 3	69217.0	150398.0	-	109217.0	110398.0
224	223	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea sp.	0.0	11527.0	-	9164.0	10126.0
225	224	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Kingella	Kingella kingae	0.0	4671.0	+	3466.0	4425.0
226	225	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio sp. 05-20-BW147	0.0	39068.0	-	396.0	1562.0
227	226	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. USMAHM13	3983055.0	4064026.0	+	4023055.0	4024026.0
228	227	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	Psychromonas arctica	0.0	2226.0	-	149.0	1087.0
229	228	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia marcescens	2638510.0	2719682.0	-	2678510.0	2679682.0
230	229	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Thiolapillus	Thiolapillus sp.	0.0	2165.0	+	1127.0	2165.0
231	230	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria sp.	0.0	3755.0	+	1042.0	2007.0
232	231	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax sp. 375MFSha3.1	3005361.0	3086395.0	-	3045361.0	3046395.0
233	232	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ubonensis	104794.0	153033.0	-	144794.0	145855.0
234	233	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella	Moritella sp.	382232.0	463197.0	+	422232.0	423197.0
235	234	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae		Methylococcaceae bacterium	0.0	26541.0	+	16900.0	18090.0
236	235	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	0.0	74338.0	+	33367.0	34338.0
237	236	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sphaerotilaceae	Roseateles	Roseateles sp. SL47	3500218.0	3581378.0	-	3540218.0	3541378.0
238	237	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea	250842.0	331831.0	+	290842.0	291831.0
239	238	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas carrageenovora	45002.0	126168.0	-	85002.0	86168.0
240	239	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas putida	841426.0	922607.0	-	881426.0	882607.0
241	240		unclassified						unidentified					
242	241	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Arsenophonus	Arsenophonus apicola	1349684.0	1430649.0	-	1389684.0	1390649.0
243	242	Bacteria	unclassified	Acidobacteriota	Terriglobia				Terriglobia bacterium	0.0	16553.0	+	6537.0	7436.0
244	243	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio parahaemolyticus	34504.0	115481.0	-	74504.0	75481.0
245	244	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia tropica	0.0	34206.0	-	1947.0	2876.0
246	245	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella aerogenes	0.0	41005.0	+	17606.0	18466.0
247	246	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	0.0	58018.0	-	17056.0	18018.0
248	247	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Dickeya	Dickeya dadantii	81331.0	161990.0	-	121331.0	121990.0
249	248	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dyella	Dyella dinghuensis	4110.0	84997.0	-	44110.0	44997.0
250	249	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Rhodocyclus	Rhodocyclus tenuis	0.0	61050.0	+	19869.0	21050.0
251	250	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus	32628.0	113815.0	+	72628.0	73815.0
252	251	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas serboccidentalis	0.0	78450.0	-	37272.0	38450.0
253	252	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas punonensis	0.0	62793.0	+	21612.0	22793.0
254	253	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas salmonicida	4475296.0	4556492.0	-	4515296.0	4516492.0
255	254	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. SM43					
256	255	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Xenorhabdus	Xenorhabdus kozodoii	0.0	5092.0	+	1734.0	2705.0
257	256	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio vulnificus	132792.0	175351.0	+	172792.0	173958.0
258	257	Bacteria	unclassified	Chloroflexota	Candidatus Thermofonsia	Phototrophicales	Phototrophicaceae		Phototrophicaceae bacterium	0.0	5161.0	+	817.0	1767.0
259	258	Bacteria	unclassified	Pseudomonadota					Pseudomonadota bacterium					
260	259	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. IAC-BECa141	4051948.0	4132316.0	-	4091948.0	4092316.0
261	260	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Chromohalobacter	Chromohalobacter marismortui	0.0	17027.0	-	5081.0	6265.0
262	261	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella pneumophila	121035.0	168559.0	+	161035.0	161997.0
263	262	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Bruguierivoracaceae	Sodalis	Sodalis endosymbiont of Spalangia cameroni	31175.0	101152.0	-	71175.0	71846.0
264	263	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Methylococcales			Methylococcales bacterium	84776.0	127384.0	-	124776.0	125726.0
265	264	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cholerae	122188.0	203375.0	+	162188.0	163375.0
266	265	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella sp. FME57	139161.0	220330.0	+	179161.0	180330.0
267	266		unclassified						unidentified	0.0	6897.0	+	1.0	1105.0
268	267	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylotenera	Methylotenera sp.	0.0	31129.0	+	18856.0	19884.0
269	268	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria	Magnetococcales			Magnetococcales bacterium	0.0	48760.0	-	7792.0	8760.0
270	269	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria				Alphaproteobacteria bacterium	0.0	1585.0	+	797.0	1585.0
271	270	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae		Alteromonadaceae bacterium	0.0	27528.0	+	3402.0	4550.0
272	271	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Psychromonadaceae	Psychromonas	Psychromonas ossibalaenae	0.0	8238.0	-	1048.0	2235.0
273	272	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas aeruginosa	0.0	2296.0	-	1.0	696.0
274	273		unclassified						unidentified					
275	274		unclassified						unidentified	1608209.0	1689243.0	+	1648209.0	1649243.0
276	275	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella wadsworthensis	0.0	52964.0	+	12002.0	12964.0
277	276	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella hanedai	76741.0	157706.0	+	116741.0	117706.0
278	277	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Photobacterium	Photobacterium profundum	0.0	41475.0	-	573.0	1475.0
279	278	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia contaminans	46962.0	127876.0	-	86962.0	87876.0
280	279	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methyloprofundus	Methyloprofundus sp.	0.0	9936.0	-	7849.0	8808.0
281	280	Bacteria	unclassified	Pseudomonadota	Alphaproteobacteria				Alphaproteobacteria bacterium	0.0	4925.0	-	2420.0	3340.0
282	281	Bacteria	unclassified	Pseudomonadota	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia ambifaria	3213534.0	3294496.0	+	3253534.0	3254496.0
283	282	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Morganellaceae	Photorhabdus	Photorhabdus heterorhabditis	147886.0	228830.0	+	187886.0	188830.0
284	283	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina loihiensis	1637503.0	1718693.0	-	1677503.0	1678693.0
285	284	Bacteria	unclassified	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas taiwanensis	62335.0	110046.0	-	102335.0	103516.0
